Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,score
Sony Ericsson Open,2019-03-29,Masters 1000,Outdoor,Hard,Quarterfinals,3,Anderson K.,Federer R.,Federer R.,7,5,4115,4600,5.0,1.16,0-6 4-6   
Sony Ericsson Open,2019-03-29,Masters 1000,Outdoor,Hard,Semifinals,3,Isner J.,Auger-Aliassime F.,Isner J.,9,57,3485,876,1.44,2.75,7-6 7-6   
Sony Ericsson Open,2019-03-29,Masters 1000,Outdoor,Hard,Semifinals,3,Shapovalov D.,Federer R.,Federer R.,23,5,1550,4600,4.5,1.2,2-6 4-6   
Sony Ericsson Open,2019-03-31,Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Isner J.,Federer R.,5,9,4600,3485,1.22,4.33,6-1 6-4   
U.S. Men's Clay Court Championships,2019-04-08,ATP250,Outdoor,Clay,1st Round,3,Karlovic I.,Harrison R.,Harrison R.,77,107,709,545,1.57,2.25,3-6 4-6   
U.S. Men's Clay Court Championships,2019-04-08,ATP250,Outdoor,Clay,1st Round,3,Ruud C.,Dellien H.,Ruud C.,95,76,645,713,1.36,3.0,7-6 6-4   
U.S. Men's Clay Court Championships,2019-04-08,ATP250,Outdoor,Clay,1st Round,3,Cuevas P.,Garin C.,Garin C.,83,73,687,726,1.57,2.25,6-4 4-6 2-6  
U.S. Men's Clay Court Championships,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Granollers M.,Fritz T.,Granollers M.,112,58,520,890,2.2,1.61,6-2 4-6 6-2  
U.S. Men's Clay Court Championships,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Kudla D.,Tomic B.,Tomic B.,85,79,683,704,1.9,1.8,6-7 5-7   
U.S. Men's Clay Court Championships,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Galan D.E.,Lorenzi P.,Galan D.E.,241,108,192,545,2.0,1.72,7-6 6-4   
U.S. Men's Clay Court Championships,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Mcdonald M.,Laaksonen H.,Laaksonen H.,59,126,871,452,1.9,1.8,3-6 4-6   
U.S. Men's Clay Court Championships,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Rubin N.,Garcia-Lopez G.,115,144,507,388,1.53,2.37,6-7 6-3 6-3  
U.S. Men's Clay Court Championships,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Klahn B.,Giraldo S.,Giraldo S.,93,224,648,217,2.5,1.5,4-6 4-6   
U.S. Men's Clay Court Championships,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Thompson J.,Krstin P.,Thompson J.,67,195,778,270,1.44,2.62,7-5 6-2   
U.S. Men's Clay Court Championships,2019-04-10,ATP250,Outdoor,Clay,1st Round,3,Fratangelo B.,Querrey S.,Querrey S.,127,71,450,735,2.25,1.57,3-6 4-6   
U.S. Men's Clay Court Championships,2019-04-10,ATP250,Outdoor,Clay,1st Round,3,Tipsarevic J.,Sandgren T.,Tipsarevic J.,372,81,47,693,2.62,1.44,6-1 7-6   
U.S. Men's Clay Court Championships,2019-04-10,ATP250,Outdoor,Clay,2nd Round,3,Tomic B.,Granollers M.,Granollers M.,79,112,704,520,2.25,1.57,1-6 2-6   
U.S. Men's Clay Court Championships,2019-04-10,ATP250,Outdoor,Clay,2nd Round,3,Laaksonen H.,Harrison R.,Laaksonen H.,126,107,452,545,1.9,1.8,6-4 7-5   
U.S. Men's Clay Court Championships,2019-04-10,ATP250,Outdoor,Clay,2nd Round,3,Chardy J.,Garin C.,Garin C.,42,73,1055,726,2.1,1.66,6-3 6-7 6-7  
U.S. Men's Clay Court Championships,2019-04-11,ATP250,Outdoor,Clay,2nd Round,3,Ruud C.,Opelka R.,Ruud C.,95,56,645,919,1.83,1.83,4-6 6-4 6-4  
U.S. Men's Clay Court Championships,2019-04-11,ATP250,Outdoor,Clay,2nd Round,3,Norrie C.,Tipsarevic J.,Tipsarevic J.,55,372,925,47,1.57,2.25,3-6 4-6   
U.S. Men's Clay Court Championships,2019-04-11,ATP250,Outdoor,Clay,2nd Round,3,Querrey S.,Garcia-Lopez G.,Querrey S.,71,115,735,507,1.44,2.62,6-4 6-3   
U.S. Men's Clay Court Championships,2019-04-12,ATP250,Outdoor,Clay,2nd Round,3,Johnson S.,Galan D.E.,Galan D.E.,39,241,1125,192,1.44,2.62,3-6 3-6   
U.S. Men's Clay Court Championships,2019-04-12,ATP250,Outdoor,Clay,2nd Round,3,Thompson J.,Giraldo S.,Thompson J.,67,224,778,217,1.61,2.2,4-6 7-6 7-5  
U.S. Men's Clay Court Championships,2019-04-12,ATP250,Outdoor,Clay,Quarterfinals,3,Laaksonen H.,Garin C.,Garin C.,126,73,452,726,2.75,1.44,3-6 2-6   
U.S. Men's Clay Court Championships,2019-04-12,ATP250,Outdoor,Clay,Quarterfinals,3,Querrey S.,Tipsarevic J.,Querrey S.,71,372,735,47,1.4,3.0,7-6 7-6   
U.S. Men's Clay Court Championships,2019-04-12,ATP250,Outdoor,Clay,Quarterfinals,3,Granollers M.,Ruud C.,Ruud C.,112,95,520,645,2.37,1.57,1-6 0-6   
U.S. Men's Clay Court Championships,2019-04-13,ATP250,Outdoor,Clay,Quarterfinals,3,Galan D.E.,Thompson J.,Galan D.E.,241,67,192,778,2.2,1.66,6-1 4-6 6-4  
U.S. Men's Clay Court Championships,2019-04-13,ATP250,Outdoor,Clay,Semifinals,3,Querrey S.,Garin C.,Garin C.,71,73,735,726,1.8,2.0,6-7 2-6   
U.S. Men's Clay Court Championships,2019-04-13,ATP250,Outdoor,Clay,Semifinals,3,Ruud C.,Galan D.E.,Ruud C.,95,241,645,192,1.28,3.75,7-5 6-2   
U.S. Men's Clay Court Championships,2019-04-14,ATP250,Outdoor,Clay,The Final,3,Ruud C.,Garin C.,Garin C.,95,73,645,726,2.2,1.66,6-7 6-4 3-6  
Grand Prix Hassan II,2019-04-08,ATP250,Outdoor,Clay,1st Round,3,Andreozzi G.,Ramos-Vinolas A.,Andreozzi G.,90,84,655,685,2.37,1.53,6-3 7-6   
Grand Prix Hassan II,2019-04-08,ATP250,Outdoor,Clay,1st Round,3,Kovalik J.,Simon G.,Simon G.,120,27,476,1340,3.0,1.36,4-6 1-6   
Grand Prix Hassan II,2019-04-08,ATP250,Outdoor,Clay,1st Round,3,Edmund K.,Humbert U.,Edmund K.,22,63,1680,819,1.2,4.33,6-3 6-2   
Grand Prix Hassan II,2019-04-08,ATP250,Outdoor,Clay,1st Round,3,Zverev M.,Daniel T.,Daniel T.,72,75,726,716,2.5,1.5,3-6 0-6   
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Paire B.,Bedene A.,Paire B.,69,68,763,765,2.0,1.72,3-6 6-4 7-5  
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Fabbiano T.,Herbert P.H.,Herbert P.H.,94,50,648,944,2.37,1.53,7-6 4-6 1-6  
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Menendez-Maceiras A.,Verdasco F.,Menendez-Maceiras A.,139,38,408,1155,4.5,1.18,5-7 6-2 6-2  
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Berlocq C.,Londero J.I.,Londero J.I.,177,66,299,782,2.5,1.5,2-6 4-6   
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Munar J.,Bagnis F.,Munar J.,60,142,854,390,1.36,3.0,6-1 7-6   
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Davidovich Fokina A.,Kohlschreiber P.,Kohlschreiber P.,172,41,310,1070,2.62,1.44,6-7 5-7   
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Sonego L.,Djere L.,Sonego L.,103,32,573,1246,2.2,1.61,6-3 6-3   
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Jaziri M.,Haase R.,Haase R.,65,62,782,825,2.75,1.4,3-6 4-6   
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Vesely J.,Fognini F.,Vesely J.,101,18,588,1885,2.25,1.57,7-6 6-4   
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Andujar P.,Andujar P.,74,70,721,757,1.53,2.37,6-7 3-6   
Grand Prix Hassan II,2019-04-09,ATP250,Outdoor,Clay,1st Round,3,Zverev A.,Istomin D.,Zverev A.,3,104,6040,571,1.12,6.0,6-4 6-4   
Grand Prix Hassan II,2019-04-10,ATP250,Outdoor,Clay,2nd Round,3,Haase R.,Sonego L.,Sonego L.,62,103,825,573,2.2,1.61,6-7 3-6   
Grand Prix Hassan II,2019-04-10,ATP250,Outdoor,Clay,2nd Round,3,Daniel T.,Menendez-Maceiras A.,Daniel T.,75,139,716,408,1.36,3.0,6-2 1-6 6-1  
Grand Prix Hassan II,2019-04-10,ATP250,Outdoor,Clay,2nd Round,3,Andreozzi G.,Simon G.,Simon G.,90,27,655,1340,2.25,1.57,2-6 2-6   
Grand Prix Hassan II,2019-04-10,ATP250,Outdoor,Clay,2nd Round,3,Tsonga J.W.,Edmund K.,Tsonga J.W.,116,22,503,1680,2.75,1.4,7-6 6-3   
Grand Prix Hassan II,2019-04-11,ATP250,Outdoor,Clay,2nd Round,3,Londero J.I.,Vesely J.,Vesely J.,66,101,782,588,2.0,1.72,3-6 4-6   
Grand Prix Hassan II,2019-04-11,ATP250,Outdoor,Clay,2nd Round,3,Andujar P.,Kohlschreiber P.,Andujar P.,70,41,757,1070,2.0,1.72,7-6 6-4   
Grand Prix Hassan II,2019-04-11,ATP250,Outdoor,Clay,2nd Round,3,Herbert P.H.,Paire B.,Paire B.,50,69,944,763,2.1,1.66,4-6 2-6   
Grand Prix Hassan II,2019-04-11,ATP250,Outdoor,Clay,2nd Round,3,Munar J.,Zverev A.,Munar J.,60,3,854,6040,3.75,1.25,7-6 2-6 6-3  
Grand Prix Hassan II,2019-04-12,ATP250,Outdoor,Clay,Quarterfinals,3,Daniel T.,Simon G.,Simon G.,75,27,716,1340,3.2,1.36,4-6 5-7   
Grand Prix Hassan II,2019-04-12,ATP250,Outdoor,Clay,Quarterfinals,3,Andujar P.,Vesely J.,Andujar P.,70,101,757,588,1.66,2.2,    
Grand Prix Hassan II,2019-04-12,ATP250,Outdoor,Clay,Quarterfinals,3,Munar J.,Paire B.,Paire B.,60,69,854,763,1.57,2.37,1-6 3-6   
Grand Prix Hassan II,2019-04-12,ATP250,Outdoor,Clay,Quarterfinals,3,Tsonga J.W.,Sonego L.,Tsonga J.W.,116,103,503,573,1.4,3.0,6-3 6-2   
Grand Prix Hassan II,2019-04-13,ATP250,Outdoor,Clay,Semifinals,3,Simon G.,Andujar P.,Andujar P.,27,70,1340,757,1.8,2.0,1-6 1-6   
Grand Prix Hassan II,2019-04-13,ATP250,Outdoor,Clay,Semifinals,3,Paire B.,Tsonga J.W.,Paire B.,69,116,763,503,3.0,1.4,2-6 6-4 6-3  
Grand Prix Hassan II,2019-04-14,ATP250,Outdoor,Clay,The Final,3,Andujar P.,Paire B.,Paire B.,70,69,757,763,1.72,2.1,2-6 3-6   
Monte Carlo Masters,2019-04-14,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Hurkacz H.,Coric B.,13,52,2345,934,1.5,2.5,6-4 5-7 7-5  
Monte Carlo Masters,2019-04-14,Masters 1000,Outdoor,Clay,1st Round,3,Berrettini M.,Dimitrov G.,Dimitrov G.,55,28,927,1300,2.0,1.72,5-7 4-6   
Monte Carlo Masters,2019-04-14,Masters 1000,Outdoor,Clay,1st Round,3,Pella G.,Djere L.,Pella G.,35,32,1205,1246,1.61,2.2,6-7 6-2 6-4  
Monte Carlo Masters,2019-04-14,Masters 1000,Outdoor,Clay,1st Round,3,Pouille L.,Wawrinka S.,Wawrinka S.,31,36,1275,1185,3.0,1.36,5-7 3-6   
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Fucsovics M.,Basilashvili N.,Fucsovics M.,37,17,1180,1930,1.72,2.0,7-5 3-6 6-1  
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Millman J.,Bautista Agut R.,Bautista Agut R.,39,22,1095,1680,4.33,1.2,6-3 1-6 1-6  
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Lajovic D.,Jaziri M.,Lajovic D.,48,71,950,757,1.36,3.0,6-4 6-4   
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Sousa J.,Medvedev D.,Medvedev D.,51,14,937,2295,2.37,1.53,1-6 1-6   
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Struff J.L.,Shapovalov D.,Struff J.L.,44,20,990,1820,2.25,1.57,5-7 6-3 6-1  
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Daniel T.,Kohlschreiber P.,Kohlschreiber P.,72,40,753,1090,3.5,1.28,1-6 3-6   
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Kukushkin M.,Chardy J.,Kukushkin M.,42,41,1025,1055,2.5,1.5,6-3 6-4   
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Dzumhur D.,Cecchinato M.,Cecchinato M.,54,16,930,2021,3.75,1.25,0-4    
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,Andreozzi G.,Goffin D.,21,84,1765,668,1.33,3.25,6-1 6-4   
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Rublev A.,Fognini F.,Fognini F.,90,18,654,1885,1.8,1.9,6-4 5-7 4-6  
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Catarina L.,Munar J.,61,554,870,7,1.05,11.0,6-0 6-3   
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Delbonis F.,Klizan M.,Klizan M.,74,50,721,940,1.36,3.0,6-7 5-7   
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Albot R.,Bedene A.,Albot R.,45,70,977,765,2.37,1.53,6-4 6-2   
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Seppi A.,Sonego L.,Sonego L.,46,96,970,622,2.5,1.5,6-7 4-6   
Monte Carlo Masters,2019-04-15,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,Edmund K.,Schwartzman D.,24,23,1485,1575,2.25,1.57,4-6 6-3 6-1  
Monte Carlo Masters,2019-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Londero J.I.,Auger-Aliassime F.,Auger-Aliassime F.,79,33,697,1245,2.75,1.4,5-7 6-7   
Monte Carlo Masters,2019-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Norrie C.,Mannarino A.,Norrie C.,56,58,925,915,1.53,2.37,6-4 6-3   
Monte Carlo Masters,2019-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Tsonga J.W.,Fritz T.,Fritz T.,102,65,593,810,1.16,5.0,4-6 0-2   
Monte Carlo Masters,2019-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Herbert P.H.,Verdasco F.,Herbert P.H.,49,38,948,1155,2.25,1.57,6-4 6-4   
Monte Carlo Masters,2019-04-16,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,Simon G.,Simon G.,120,26,486,1385,3.0,1.36,5-7 1-6   
Monte Carlo Masters,2019-04-16,Masters 1000,Outdoor,Clay,2nd Round,3,Pella G.,Cilic M.,Pella G.,35,11,1205,3015,2.0,1.72,6-3 5-7 6-1  
Monte Carlo Masters,2019-04-16,Masters 1000,Outdoor,Clay,2nd Round,3,Khachanov K.,Sonego L.,Sonego L.,12,96,2810,622,1.61,2.2,6-7 4-6   
Monte Carlo Masters,2019-04-16,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,Kohlschreiber P.,Djokovic N.,1,40,11070,1090,1.16,5.0,6-3 4-6 6-4  
Monte Carlo Masters,2019-04-16,Masters 1000,Outdoor,Clay,2nd Round,3,Munar J.,Coric B.,Coric B.,61,13,870,2345,2.25,1.57,7-6 6-7 4-6  
Monte Carlo Masters,2019-04-16,Masters 1000,Outdoor,Clay,2nd Round,3,Cecchinato M.,Wawrinka S.,Cecchinato M.,16,36,2021,1185,2.5,1.5,0-6 7-5 6-3  
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Kukushkin M.,Tsitsipas S.,Tsitsipas S.,42,8,1025,3240,3.75,1.25,3-6 5-7   
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Albot R.,Medvedev D.,14,45,2295,977,1.4,2.75,6-1 6-2   
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Nishikori K.,Herbert P.H.,Herbert P.H.,6,49,4200,948,1.2,4.33,5-7 4-6   
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Norrie C.,Fucsovics M.,Norrie C.,56,37,925,1180,2.62,1.44,7-6 6-3   
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Simon G.,Fognini F.,Fognini F.,26,18,1385,1885,1.83,1.83,    
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Fritz T.,Schwartzman D.,Fritz T.,65,24,810,1485,5.0,1.16,6-4 6-2   
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,Zverev A.,Zverev A.,33,3,1245,6040,2.5,1.5,1-6 4-6   
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Struff J.L.,Dimitrov G.,28,44,1300,990,1.61,2.2,7-6 6-4   
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Bautista Agut R.,Nadal R.,Nadal R.,22,2,1680,8725,8.0,1.08,1-6 1-6   
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Klizan M.,Thiem D.,5,50,4765,940,1.2,4.33,6-1 6-4   
Monte Carlo Masters,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,Goffin D.,Lajovic D.,Lajovic D.,21,48,1765,950,1.25,3.75,3-6 4-6   
Monte Carlo Masters,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Tsitsipas S.,Medvedev D.,14,8,2295,3240,2.1,1.72,6-2 1-6 6-4  
Monte Carlo Masters,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,Cecchinato M.,Pella G.,Pella G.,16,35,2021,1205,1.57,2.37,4-6 6-4 4-6  
Monte Carlo Masters,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Fritz T.,Djokovic N.,1,65,11070,810,1.07,9.0,6-3 6-0   
Monte Carlo Masters,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,Norrie C.,Sonego L.,Sonego L.,56,96,925,622,2.37,1.57,2-6 5-7   
Monte Carlo Masters,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,Nadal R.,Dimitrov G.,Nadal R.,2,28,8725,1300,1.03,15.0,6-4 6-1   
Monte Carlo Masters,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,Thiem D.,Lajovic D.,Lajovic D.,5,48,4765,950,1.16,5.0,3-6 3-6   
Monte Carlo Masters,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,Fognini F.,Zverev A.,Fognini F.,18,3,1885,6040,4.0,1.25,7-6 6-1   
Monte Carlo Masters,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,Herbert P.H.,Coric B.,Coric B.,49,13,948,2345,2.75,1.44,4-6 2-6   
Monte Carlo Masters,2019-04-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,Lajovic D.,Sonego L.,Lajovic D.,48,96,950,622,1.66,2.2,6-4 7-5   
Monte Carlo Masters,2019-04-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Medvedev D.,Medvedev D.,1,14,11070,2295,1.22,4.33,3-6 6-4 2-6  
Monte Carlo Masters,2019-04-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Pella G.,Nadal R.,2,35,8725,1205,1.02,17.0,7-6 6-3   
Monte Carlo Masters,2019-04-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,Coric B.,Fognini F.,Fognini F.,13,18,2345,1885,1.57,2.37,6-1 3-6 2-6  
Monte Carlo Masters,2019-04-20,Masters 1000,Outdoor,Clay,Semifinals,3,Lajovic D.,Medvedev D.,Lajovic D.,48,14,950,2295,2.75,1.44,7-5 6-1   
Monte Carlo Masters,2019-04-20,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Fognini F.,Fognini F.,2,18,8725,1885,1.08,8.0,4-6 2-6   
Monte Carlo Masters,2019-04-21,Masters 1000,Outdoor,Clay,The Final,3,Fognini F.,Lajovic D.,Fognini F.,18,48,1885,950,1.57,2.37,6-3 6-4   
Open Banco Sabadell ,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,Copil M.,Mayer L.,Mayer L.,80,63,698,850,3.5,1.28,3-6 7-6 5-7  
Open Banco Sabadell ,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,Fucsovics M.,Kudla D.,Fucsovics M.,36,82,1205,663,1.16,5.0,6-4 6-1   
Open Banco Sabadell ,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,Daniel T.,Mcdonald M.,Mcdonald M.,71,61,769,871,1.3,3.4,2-6 2-6   
Open Banco Sabadell ,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,Struff J.L.,Dellien H.,Struff J.L.,51,92,945,631,1.44,2.62,6-3 6-1   
Open Banco Sabadell ,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,Sousa P.,Munar J.,Munar J.,107,57,558,895,3.5,1.28,6-2 4-6 0-6  
Open Banco Sabadell ,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,Fritz T.,Opelka R.,Fritz T.,58,59,890,886,1.72,2.0,6-3 6-4   
Open Banco Sabadell ,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,Lopez F.,Verdasco F.,Verdasco F.,93,37,630,1155,2.5,1.5,4-6 3-6   
Open Banco Sabadell ,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,Jarry N.,Granollers M.,Jarry N.,81,110,675,549,1.83,1.83,7-5 4-6 6-4  
Open Banco Sabadell ,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,Nishioka Y.,Schwartzman D.,Schwartzman D.,70,25,772,1485,3.75,1.25,6-4 4-6 2-6  
Open Banco Sabadell ,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,Paire B.,Londero J.I.,Paire B.,46,79,993,699,1.5,2.5,7-5 6-2   
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,Delbonis F.,Kuhn N.,Kuhn N.,76,276,741,152,1.18,4.5,6-7 6-4 2-6  
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,Jaziri M.,Andreozzi G.,Jaziri M.,72,97,757,613,2.62,1.44,6-7 6-4 6-2  
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,Zverev M.,Ferrer D.,Ferrer D.,96,155,616,355,6.0,1.12,3-6 1-6   
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Norrie C.,Ramos-Vinolas A.,83,45,660,1005,1.53,2.37,6-2 6-2   
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,Klizan M.,Garin C.,Garin C.,47,48,985,970,2.0,1.72,5-7 4-6   
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,Pella G.,Sousa J.,Pella G.,28,50,1375,947,1.36,3.0,3-6 7-6 6-2  
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,Fritz T.,Nishikori K.,Nishikori K.,58,7,890,3690,4.0,1.22,5-7 2-6   
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,Jarry N.,Zverev A.,Jarry N.,81,3,675,5770,4.5,1.18,3-6 7-5 7-6  
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,Tiafoe F.,Munar J.,Munar J.,30,57,1290,895,2.62,1.44,4-6 3-6   
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,Struff J.L.,Goffin D.,Struff J.L.,51,22,945,1630,2.37,1.53,7-6 6-3   
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,Schwartzman D.,Thiem D.,Thiem D.,25,5,1485,4675,3.4,1.3,3-6 3-6   
Open Banco Sabadell ,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,Tsitsipas S.,Fucsovics M.,Tsitsipas S.,8,36,3240,1205,1.3,3.4,6-3 6-4   
Open Banco Sabadell ,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,Jaziri M.,Auger-Aliassime F.,Auger-Aliassime F.,72,31,757,1282,4.0,1.22,3-6 6-7   
Open Banco Sabadell ,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,Medvedev D.,Ramos-Vinolas A.,Medvedev D.,14,83,2505,660,1.5,2.5,6-3 2-6 6-1  
Open Banco Sabadell ,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,Simon G.,Mcdonald M.,Mcdonald M.,27,61,1385,871,1.4,2.75,3-6 2-6   
Open Banco Sabadell ,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,Ferrer D.,Pouille L.,Ferrer D.,155,32,355,1275,1.57,2.25,6-3 6-1   
Open Banco Sabadell ,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,Kuhn N.,Carballes Baena R.,Carballes Baena R.,276,104,152,578,3.0,1.36,7-6 4-6 2-6  
Open Banco Sabadell ,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,Nadal R.,Mayer L.,Nadal R.,2,63,8085,850,1.03,15.0,6-7 6-4 6-2  
Open Banco Sabadell ,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,Khachanov K.,Pella G.,Pella G.,13,28,2730,1375,1.83,1.83,2-6 6-7   
Open Banco Sabadell ,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,Paire B.,Carreno Busta P.,Paire B.,46,29,993,1300,1.4,2.75,6-4 6-7 6-1  
Open Banco Sabadell ,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,Verdasco F.,Dimitrov G.,Dimitrov G.,37,43,1155,1030,2.2,1.61,2-6 7-6 3-6  
Open Banco Sabadell ,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,Garin C.,Shapovalov D.,Garin C.,48,20,970,1820,1.72,2.0,7-5 6-2   
Open Banco Sabadell ,2019-04-25,ATP500,Outdoor,Clay,3rd Round,3,Mcdonald M.,Medvedev D.,Medvedev D.,61,14,871,2505,4.5,1.2,3-6 2-6   
Open Banco Sabadell ,2019-04-25,ATP500,Outdoor,Clay,3rd Round,3,Nishikori K.,Auger-Aliassime F.,Nishikori K.,7,31,3690,1282,1.61,2.3,6-1 6-3   
